concept_name,concept_title,category,unit,min_value,max_value,description,omop_id,source,table_name,sub_var,val_var,unit_var,index_var,method,match_value,class,dict,typ,ref,clean,conversion,ricu,blended
spo2,Oxygen Saturation,respiratory,%,50,100,oxygen saturation,4196147,eicu_demo_coh,vitalperiodic,NA,,,observationoffset,col,NA,col_itm,,ts,ricu,0,none,,
tco2,Totcal CO2,blood gas,mEq/L,5,60,totcal CO2,4193415,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,Total CO2,NA,,ts,ricu,0,none,,
temp,Temperature,vitals,C,32,42,temperature,4302666,eicu_demo_coh,vitalperiodic,NA,,,observationoffset,col,NA,col_itm,,ts,ricu,0,none,,
tgcs,GCS Total,neurological,NA,3,15,GCS total,4093836,eicu_demo_coh,nursecharting,nursingchartcelltypevalname,,,,regex,GCS Total,NA,,ts,ricu,0,none,,
tnt,Troponin t,chemistry,ng/mL,0,NA,troponin t,4005525,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,troponin - T,NA,,ts,ricu,0,none,,
tri,Troponin I,chemistry,ng/mL,0,NA,troponin I,4007805,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,troponin - I,NA,,ts,ricu,0,none,,
urine,Urine Output,output,mL,0,2000,urine output,4264378,eicu_demo_coh,intakeoutput,celllabel,,,,regex,NA,rgx_itm,,ts,ricu,0,none,,
urine,Urine Output,output,mL,0,2000,urine output,4264378,eicu_demo_coh,intakeoutput,celllabel,,,,itemid,Urine|URINE CATHETER,NA,,ts,ricu,0,none,,
vgcs,GCS Verbal,neurological,NA,1,5,GCS verbal,4084912,eicu_demo_coh,nursecharting,nursingchartcelltypevalname,,,,regex,Verbal,NA,,ts,ricu,0,none,,
wbc,White Blood Cell Count,hematology,K/uL,0,NA,white blood cell count,4298431,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,WBC x 1000,NA,,ts,ricu,0,none,,
wbc_tested,White Blood Cell Count,lab,K/uL,0,NA,white blood cell count,4298431,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,WBC x 1000,NA,,ts,ricu,0,none,,
hgb_tested,,,,,,,,eicu_demo_coh,,,,,,,carboxyhemoglobin|methemoglobin|oxyhemoglobin,,,ts,,0,none,,
esr,,,,,,,,eicu_demo_coh,lab,,,,,,esr,,,ts,,0,none,,
etco2,Endtidal CO2,vitals,mmHg,,,,4353940,eicu_demo_coh,vitalperiodic,,etco2,,observationoffset,col,NA,col_itm,,ts,me,0,none,,
alp,Alkaline Phosphatase,chemistry,IU/L,0,NA,alkaline phosphatase,4275206,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,alkaline phos.,NA,,ts,ricu,0,none,,
alt,Alanine Aminotransferase,chemistry,IU/L,0,NA,alanine aminotransferase,4146380,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,ALT (SGPT),NA,,ts,ricu,0,none,,
ast,Aspartate Aminotransferase,chemistry,IU/L,0,NA,aspartate aminotransferase,4263457,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,AST (SGOT),NA,,ts,ricu,0,none,,
basos,Basophils,hematology,%,0,50,basophils,4172647,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,#NAME?,NA,,ts,ricu,0,none,,
be,Base Excess,blood gas,mEq/L,-25,25,base excess,4284393,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,Base Excess,NA,,ts,ricu,0,none,,
bicar,Bicarbonate,chemistry,mEq/L,5,50,bicarbonate,4194291,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,bicarbonate,NA,,ts,ricu,0,none,check,
bili,Total Bilirubin,chemistry,mg/dL,0,100,total bilirubin,4118986,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,total bilirubin,NA,,ts,ricu,0,none,,
bili_dir,Bilirubin Direct,chemistry,mg/dL,0,50,bilirubin direct,4216632,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,direct bilirubin,NA,,ts,ricu,0,none,,
bnd,Band Form Neutrophils,hematology,%,NA,NA,band form neutrophils,4100147,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,#NAME?,NA,,ts,ricu,0,none,,
bun,Blood Urea Nitrogen,chemistry,mg/dL,0,200,blood urea nitrogen,4017361,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,BUN,NA,,ts,ricu,0,none,,
ca,Calcium,chemistry,mg/dL,4,20,calcium,4216722,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,calcium total,NA,,ts,ricu,0,none,check,
cai,Calcium Ionized,blood gas,mmol/L,0.5,2,calcium ionized,46272910,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,ionized calcium,NA,,ts,ricu,0,none,check,
ck,Creatine Kinase,chemistry,IU/L,0,NA,creatine kinase,4265595,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,CPK,NA,,ts,ricu,0,none,check,
ckmb,Creatine Kinase MB,chemistry,ng/mL,0,NA,creatine kinase MB,4017058,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,CPK-MB,NA,,ts,ricu,0,none,check,
cl,Chloride,chemistry,mEq/L,80,130,chloride,4188066,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,chloride,NA,,ts,ricu,0,none,check,
crea,Creatinine,chemistry,mg/dL,0,15,creatinine,4013964,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,creatinine,NA,,ts,ricu,0,none,check,
crp,C-Reactive Protein,chemistry,mg/L,0,NA,C-reactive protein,4208414,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,CRP,NA,,ts,ricu,0,none,,
dbp,Diastolic Blood Pressure,vitals,mmHg,0,200,diastolic blood pressure,4154790,eicu_demo_coh,vitalperiodic,NA,systemicdiastolic,,observationoffset,col,NA,col_itm,,ts,ricu,0,none,check,
dex,Dextrose (as D10),medications,ml/hr,0,NA,dextrose (as D10),4197597,eicu_demo_coh,infusiondrug,drugname,,,,regex,(d10|dextrose.+10 ?%).+ml/hr,rgx_itm,,ts,ricu,0,none,,
dex,Dextrose (as D10),medications,ml/hr,0,NA,dextrose (as D10),4197597,eicu_demo_coh,medication,drugname,,,,regex,(d50|dextrose.+50 ?%),rgx_itm,,ts,ricu,0,none,,
eos,Eosinophils,hematology,%,0,50,eosinophils,4216098,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,#NAME?,NA,,ts,ricu,0,none,check,
fgn,Fibrinogen,hematology,mg/dL,0,1500,fibrinogen,4094436,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,fibrinogen,NA,,ts,ricu,0,none,,
fio2,Fraction of Inspired Oxygen,blood gas,%,21,100,fraction of inspired oxygen,4353936,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,FiO2,NA,,ts,ricu,0,none,,
fio2,Fraction of Inspired Oxygen,blood gas,%,21,100,fraction of inspired oxygen,4353936,eicu_demo_coh,respiratorycharting,respchartvaluelabel,,,,regex,FiO2,NA,,ts,ricu,0,none,,
glu,Glucose,chemistry,mg/dL,0,1000,glucose,4144235,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,glucose,NA,,ts,ricu,0,none,,
glu,Glucose,chemistry,mg/dL,0,1000,glucose,4144235,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,bedside glucose,NA,,ts,ricu,0,none,,
hbco,Carboxyhemoglobin,blood gas,NA,NA,NA,carboxyhemoglobin,4056787,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,Carboxyhemoglobin,NA,,ts,ricu,0,none,,
hct,Hematocrit,hematology,%,15,60,hematocrit,4151358,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,Hct,NA,,ts,ricu,0,none,,
hgb,Hemoglobin,hematology,g/dL,4,18,hemoglobin,4118981,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,Hgb,NA,,ts,ricu,0,none,check,
hr,Heart Rate,vitals,bpm,0,300,heart rate,4239408,eicu_demo_coh,vitalperiodic,NA,heartrate,,observationoffset,col,NA,col_itm,,ts,ricu,0,none,,
inr_pt,Prothrombin Time/International Normalized Ratio,hematology,NA,NA,NA,prothrombin time/international normalized ratio,4306239,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,PT - INR,NA,,ts,ricu,0,none,,
ins,Insulin,medications,units/hr,0,NA,insulin,42537007,eicu_demo_coh,infusiondrug,drugname,,,,regex,#NAME?,rgx_itm,,ts,ricu,0,none,,
k,Potassium,chemistry,mEq/L,0,10,potassium,4207483,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,potassium,NA,,ts,ricu,0,none,,
lact,Lactate,blood gas,mmol/L,0,50,lactate,4191725,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,lactate,NA,,ts,ricu,0,none,,
lymph,Lymphocytes,hematology,%,0,100,lymphocytes,4254663,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,#NAME?,NA,,ts,ricu,0,none,,
map,Mean Arterial Pressure,vitals,mmHg,0,250,mean arterial pressure,4239021,eicu_demo_coh,vitalaperiodic,NA,,,observationoffset,col,NA,col_itm,,ts,ricu,0,none,,
map,Mean Arterial Pressure,vitals,mmHg,0,250,mean arterial pressure,4239021,eicu_demo_coh,vitalperiodic,NA,,,observationoffset,col,NA,col_itm,,ts,ricu,0,none,,
mch,Mean Corpuscular Hemoglobin,hematology,pg,0,NA,mean corpuscular hemoglobin,4182871,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,MCH,NA,,ts,ricu,0,none,,
mchc,Mean Corpuscular Hemoglobin Concentration,hematology,%,20,50,mean corpuscular hemoglobin concentration,4290193,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,MCHC,NA,,ts,ricu,0,none,,
mcv,Mean Corpuscular Volume,hematology,fL,50,150,mean corpuscular volume,4016239,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,MCV,NA,,ts,ricu,0,none,check,
methb,Methemoglobin,blood gas,%,0,100,methemoglobin,4204561,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,Methemoglobin,NA,,ts,ricu,0,none,,
mg,Magnesium,chemistry,mg/dL,0.5,5,magnesium,4243005,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,magnesium,NA,,ts,ricu,0,none,,
mgcs,GCS Motor,neurological,NA,1,6,GCS motor,4083352,eicu_demo_coh,nursecharting,nursingchartcelltypevalname,,,,regex,Motor,NA,,ts,ricu,0,none,,
na,Sodium,chemistry,mEq/L,110,165,sodium,4208938,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,sodium,NA,,ts,ricu,0,none,,
neut,Neutrophils,hematology,%,0,100,neutrophils,4148615,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,#NAME?,NA,,ts,ricu,0,none,,
o2sat,Oxygen Saturation,respiratory,%,50,100,oxygen saturation,4011919,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,O2 Sat (%),NA,,ts,ricu,0,none,,
o2sat,Oxygen Saturation,respiratory,%,50,100,oxygen saturation,4011919,eicu_demo_coh,vitalperiodic,NA,,,observationoffset,col,NA,col_itm,,ts,ricu,0,none,,
pco2,CO2 Partial Pressure,blood gas,mmHg,10,150,CO2 partial pressure,4097882,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,paCO2,NA,,ts,ricu,0,none,,
ph,pH of Blood,blood gas,NA,6.8,8,pH of blood,4097822,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,pH,NA,,ts,ricu,0,none,,
phos,Phosphate,chemistry,mg/dL,0,40,phosphate,4017907,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,phosphate,NA,,ts,ricu,0,none,,
plt,Platelet Count,hematology,K/uL,5,1200,platelet count,4267147,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,platelets x 1000,NA,,ts,ricu,0,none,,
po2,O2 Partial Pressure,blood gas,mmHg,40,600,O2 partial pressure,4094581,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,paO2,NA,,ts,ricu,0,none,,
pt,Prothrombine Time,hematology,sec,0,NA,prothrombine time,4245261,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,PT,NA,,ts,ricu,0,none,,
ptt,Partial Thromboplastin Time,hematology,sec,0,NA,partial thromboplastin time,4175016,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,PTT,NA,,ts,ricu,0,none,,
rass,Richmond Agitation Sedation Scale,neurological,NA,-5,4,Richmond agitation sedation scale,36684829,eicu_demo_coh,nursecharting,nursingchartcelltypevalname,,,,regex,Sedation Score,NA,,ts,ricu,0,none,,
rbc,Red Blood Cell Count,hematology,m/uL,0,20,red blood cell count,4030871,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,RBC,NA,,ts,ricu,0,none,,
rdw,Erythrocyte Distribution Width,hematology,%,0,100,erythrocyte distribution width,4281085,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,RDW,NA,,ts,ricu,0,none,,
resp,Respiratory Rate,respiratory,insp/min,0,120,respiratory rate,4313591,eicu_demo_coh,vitalperiodic,NA,,,observationoffset,col,NA,col_itm,,ts,ricu,0,none,,
sao2,Arterial Oxygen Saturation,respiratory,%,50,100,arterial oxygen saturation,40483579,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,O2 Sat (%),NA,,ts,ricu,0,none,,
sbp,Systolic Blood Pressure,vitals,mmHg,0,300,systolic blood pressure,4152194,eicu_demo_coh,vitalperiodic,NA,,,observationoffset,col,NA,col_itm,,ts,ricu,0,none,,
spo2,Oxygen Saturation,respiratory,%,50,100,oxygen saturation,4196147,eicu_demo_coh,vitalperiodic,NA,,,observationoffset,col,NA,col_itm,,ts,ricu,0,none,,
tco2,Totcal CO2,blood gas,mEq/L,5,60,totcal CO2,4193415,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,Total CO2,NA,,ts,ricu,0,none,,
temp,Temperature,vitals,C,32,42,temperature,4302666,eicu_demo_coh,vitalperiodic,NA,,,observationoffset,col,NA,col_itm,,ts,ricu,0,none,,
tgcs,GCS Total,neurological,NA,3,15,GCS total,4093836,eicu_demo_coh,nursecharting,nursingchartcelltypevalname,,,,regex,GCS Total,NA,,ts,ricu,0,none,,
tnt,Troponin t,chemistry,ng/mL,0,NA,troponin t,4005525,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,troponin - T,NA,,ts,ricu,0,none,,
tri,Troponin I,chemistry,ng/mL,0,NA,troponin I,4007805,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,troponin - I,NA,,ts,ricu,0,none,,
urine,Urine Output,output,mL,0,2000,urine output,4264378,eicu_demo_coh,intakeoutput,celllabel,,,,regex,NA,rgx_itm,,ts,ricu,0,none,,
urine,Urine Output,output,mL,0,2000,urine output,4264378,eicu_demo_coh,intakeoutput,celllabel,,,,itemid,Urine|URINE CATHETER,NA,,ts,ricu,0,none,,
vgcs,GCS Verbal,neurological,NA,1,5,GCS verbal,4084912,eicu_demo_coh,nursecharting,nursingchartcelltypevalname,,,,regex,Verbal,NA,,ts,ricu,0,none,,
wbc,White Blood Cell Count,hematology,K/uL,0,NA,white blood cell count,4298431,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,WBC x 1000,NA,,ts,ricu,0,none,,
wbc_tested,White Blood Cell Count,lab,K/uL,0,NA,white blood cell count,4298431,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,WBC x 1000,NA,,ts,ricu,0,none,,
hgb_tested,,,,,,,,eicu_demo_coh,,,,,,,carboxyhemoglobin|methemoglobin|oxyhemoglobin,,,ts,,0,none,,
esr,,,,,,,,eicu_demo_coh,lab,,,,,,esr,,,ts,,0,none,,
etco2,Endtidal CO2,vitals,mmHg,,,,4353940,eicu_demo_coh,vitalperiodic,,etco2,,observationoffset,col,NA,col_itm,,ts,me,0,none,,
alb,Albumin,chemistry,g/dL,0,6,albumin,4017497,eicu_demo_coh,lab,labname,labresult,labmeasurenameinterface,labresultrevisedoffset,regex,albumin,rgx_itm,,ts,ricu,0,none,check,
,,,,,,,,,,,,,,,,,,,,0,,,
alb,Albumin,chemistry,g/dL,0,6,albumin,4017497,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50862,itm_itm,d_labitems,ts,ricu,0,none,check,
alp,Alkaline Phosphatase,chemistry,IU/L,0,NA,alkaline phosphatase,4275206,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50863,itm_itm,d_labitems,ts,ricu,0,none,,
alt,Alanine Aminotransferase,chemistry,IU/L,0,NA,alanine aminotransferase,4146380,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50861,itm_itm,d_labitems,ts,ricu,0,none,,
ast,Aspartate Aminotransferase,chemistry,IU/L,0,NA,aspartate aminotransferase,4263457,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50878,itm_itm,d_labitems,ts,ricu,0,none,,
basos,Basophils,hematology,%,0,50,basophils,4172647,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,51146,itm_itm,d_labitems,ts,ricu,0,none,,
be,Base Excess,blood gas,mEq/L,-25,25,base excess,4284393,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50802,itm_itm,d_labitems,ts,ricu,0,none,,
bicar,Bicarbonate,chemistry,mEq/L,5,50,bicarbonate,4194291,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50882,itm_itm,d_labitems,ts,ricu,0,none,check,
bili,Total Bilirubin,chemistry,mg/dL,0,100,total bilirubin,4118986,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50885,itm_itm,d_labitems,ts,ricu,0,none,,
bili_dir,Bilirubin Direct,chemistry,mg/dL,0,50,bilirubin direct,4216632,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50883,itm_itm,d_labitems,ts,ricu,0,none,,
bnd,Band Form Neutrophils,hematology,%,NA,NA,band form neutrophils,4100147,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,51144,itm_itm,d_labitems,ts,ricu,0,none,,
bun,Blood Urea Nitrogen,chemistry,mg/dL,0,200,blood urea nitrogen,4017361,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,51006,itm_itm,d_labitems,ts,ricu,0,none,,
ca,Calcium,chemistry,mg/dL,4,20,calcium,4216722,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50893,itm_itm,d_labitems,ts,ricu,0,none,check,
cai,Calcium Ionized,blood gas,mmol/L,0.5,2,calcium ionized,46272910,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50808,itm_itm,d_labitems,ts,ricu,0,none,check,
ck,Creatine Kinase,chemistry,IU/L,0,NA,creatine kinase,4265595,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50910,itm_itm,d_labitems,ts,ricu,0,none,check,
ckmb,Creatine Kinase MB,chemistry,ng/mL,0,NA,creatine kinase MB,4017058,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50911,itm_itm,d_labitems,ts,ricu,0,none,check,
cl,Chloride,chemistry,mEq/L,80,130,chloride,4188066,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50902|52535,itm_itm,d_labitems,ts,ricu,0,none,check,
crea,Creatinine,chemistry,mg/dL,0,15,creatinine,4013964,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50912,itm_itm,d_labitems,ts,ricu,0,none,check,
crp,C-Reactive Protein,chemistry,mg/L,0,NA,C-reactive protein,4208414,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50889,itm_itm,d_labitems,ts,ricu,0,none,,
dbp,Diastolic Blood Pressure,vitals,mmHg,0,200,diastolic blood pressure,4154790,miiv_demo_coh,chartevents,itemid,valuenum,valueuom,charttime,itemid,220051|220180,itm_itm,d_items,ts,ricu,0,none,check,
dex,Dextrose (as D10),medications,ml/hr,0,NA,dextrose (as D10),4197597,miiv_demo_coh,inputevents,itemid,amount,amountuom,starttime,itemid,220950|228140|220952,itm_itm,d_items,ts,ricu,0,unknown_but_needed,,
eos,Eosinophils,hematology,%,0,50,eosinophils,4216098,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,51200,itm_itm,d_labitems,ts,ricu,0,none,check,
esr,Erythrocyte Sedimentation Rate,hematology,mm/hr,0,200,erythrocyte sedimentation rate,4212065,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,51288,itm_itm,d_labitems,ts,ricu,0,none,,
etco2,Endtidal CO2,vitals,mmHg,10,60,endtidal CO2,4353940,miiv_demo_coh,chartevents,itemid,valuenum,valueuom,charttime,itemid,228640,itm_itm,d_items,ts,ricu,0,none,,
fgn,Fibrinogen,hematology,mg/dL,0,1500,fibrinogen,4094436,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,51214,itm_itm,d_labitems,ts,ricu,0,none,,
fio2,Fraction of Inspired Oxygen,blood gas,%,21,100,fraction of inspired oxygen,4353936,miiv_demo_coh,chartevents,itemid,valuenum,valueuom,charttime,itemid,223835,itm_itm,d_items,ts,ricu,0,none,,
fio2,Fraction of Inspired Oxygen,blood gas,%,21,100,fraction of inspired oxygen,4353936,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50816,itm_itm,d_labitems,ts,ricu,0,none,,
glu,Glucose,chemistry,mg/dL,0,1000,glucose,4144235,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50809|50931,itm_itm,d_labitems,ts,ricu,0,none,,
hba1c,Hemoglobin A1C,hematology,%,NA,NA,Hemoglobin A1C,4184637,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50852,itm_itm,d_labitems,ts,ricu,0,none,,
hct,Hematocrit,hematology,%,15,60,hematocrit,4151358,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,51221,itm_itm,d_labitems,ts,ricu,0,none,,
hgb,Hemoglobin,hematology,g/dL,4,18,hemoglobin,4118981,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,51222,itm_itm,d_labitems,ts,ricu,0,none,check,
hr,Heart Rate,vitals,bpm,0,300,heart rate,4239408,miiv_demo_coh,chartevents,itemid,valuenum,valueuom,charttime,itemid,220045,itm_itm,d_items,ts,ricu,0,none,,
inr_pt,Prothrombin Time/International Normalized Ratio,hematology,NA,NA,NA,prothrombin time/international normalized ratio,4306239,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,51237,itm_itm,d_labitems,ts,ricu,0,none,,
ins,Insulin,medications,units/hr,0,NA,insulin,42537007,miiv_demo_coh,inputevents,itemid,amount,amountuom,starttime,itemid,223258|223260,itm_itm,d_items,ts,ricu,0,none,,
k,Potassium,chemistry,mEq/L,0,10,potassium,4207483,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50971,itm_itm,d_labitems,ts,ricu,0,none,,
lact,Lactate,blood gas,mmol/L,0,50,lactate,4191725,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50813,itm_itm,d_labitems,ts,ricu,0,none,,
lymph,Lymphocytes,hematology,%,0,100,lymphocytes,4254663,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,51244,itm_itm,d_labitems,ts,ricu,0,none,,
map,Mean Arterial Pressure,vitals,mmHg,0,250,mean arterial pressure,4239021,miiv_demo_coh,chartevents,itemid,valuenum,valueuom,charttime,itemid,220052|220181|225312,itm_itm,d_items,ts,ricu,0,none,,
mch,Mean Corpuscular Hemoglobin,hematology,pg,0,NA,mean corpuscular hemoglobin,4182871,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,51248,itm_itm,d_labitems,ts,ricu,0,none,,
mchc,Mean Corpuscular Hemoglobin Concentration,hematology,%,20,50,mean corpuscular hemoglobin concentration,4290193,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,51249,itm_itm,d_labitems,ts,ricu,0,none,,
mcv,Mean Corpuscular Volume,hematology,fL,50,150,mean corpuscular volume,4016239,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,51250,itm_itm,d_labitems,ts,ricu,0,none,check,
methb,Methemoglobin,blood gas,%,0,100,methemoglobin,4204561,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50814,itm_itm,d_labitems,ts,ricu,0,none,,
mg,Magnesium,chemistry,mg/dL,0.5,5,magnesium,4243005,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50960,itm_itm,d_labitems,ts,ricu,0,none,,
mgcs,GCS Motor,neurological,NA,1,6,GCS motor,4083352,miiv_demo_coh,chartevents,itemid,valuenum,valueuom,charttime,itemid,223901,itm_itm,d_items,ts,ricu,0,none,,
na,Sodium,chemistry,mEq/L,110,165,sodium,4208938,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50983,itm_itm,d_labitems,ts,ricu,0,none,,
neut,Neutrophils,hematology,%,0,100,neutrophils,4148615,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,51256,itm_itm,d_labitems,ts,ricu,0,none,,
o2sat,Oxygen Saturation,respiratory,%,50,100,oxygen saturation,4011919,miiv_demo_coh,chartevents,itemid,valuenum,valueuom,charttime,itemid,220277|226253|220227,itm_itm,d_items,ts,ricu,0,none,,
o2sat,Oxygen Saturation,respiratory,%,50,100,oxygen saturation,4011919,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50817,itm_itm,d_labitems,ts,ricu,0,none,,
pco2,CO2 Partial Pressure,blood gas,mmHg,10,150,CO2 partial pressure,4097882,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50818,itm_itm,d_labitems,ts,ricu,0,none,,
ph,pH of Blood,blood gas,NA,6.8,8,pH of blood,4097822,miiv_demo_coh,labevents,itemid,valuenum,valueuom,charttime,itemid,50820,itm_itm,d_labitems,ts,ricu,0,none,,
